Einkommen,Einfache Steuer Alleinstehende,EAinProzent,Einfache Steuer gemeinsam Steuerpflichtige,EgSinProzent
63’300,3’645.20,5.7586%,2’235.55,3.5316%
63’400,3’654.40,5.7640%,2’244.00,3.5394%
63’500,3’663.60,5.7694%,2’247.55,3.5394%
63’600,3’672.80,5.7748%,2’256.00,3.5472%
63’700,3’682.00,5.7802%,2’259.55,3.5472%
63’800,3’691.20,5.7856%,2’268.00,3.5549%
63’900,3’700.40,5.7909%,2’271.55,3.5549%
64’000,3’709.60,5.7963%,2’280.00,3.5625%
64’100,3’718.80,5.8016%,2’283.55,3.5625%
64’200,3’728.00,5.8069%,2’292.00,3.5701%
64’300,3’737.20,5.8121%,2’295.55,3.5701%
64’400,3’746.40,5.8174%,2’304.00,3.5776%
64’500,3’755.60,5.8226%,2’307.60,3.5776%
64’600,3’764.80,5.8279%,2’316.00,3.5851%
64’700,3’774.00,5.8331%,2’319.60,3.5851%
64’800,3’783.20,5.8383%,2’328.00,3.5926%
64’900,3’792.40,5.8435%,2’331.60,3.5926%
65’000,3’801.60,5.8486%,2’340.00,3.6000%
65’100,3’810.80,5.8538%,2’343.60,3.6000%
65’200,3’820.00,5.8589%,2’352.00,3.6074%
65’300,3’829.20,5.8640%,2’355.60,3.6074%
65’400,3’838.40,5.8691%,2’364.00,3.6147%
65’500,3’847.60,5.8742%,2’367.60,3.6147%
65’600,3’856.80,5.8793%,2’376.00,3.6220%
65’700,3’866.00,5.8843%,2’379.60,3.6220%
65’800,3’875.20,5.8894%,2’388.00,3.6292%
65’900,3’884.40,5.8944%,2’391.65,3.6292%
66’000,3’893.60,5.8994%,2’400.00,3.6364%
66’100,3’902.80,5.9044%,2’403.65,3.6364%
66’200,3’912.00,5.9094%,2’412.00,3.6435%
66’300,3’921.20,5.9143%,2’415.65,3.6435%
66’400,3’930.40,5.9193%,2’424.00,3.6506%
66’500,3’939.60,5.9242%,2’427.65,3.6506%
66’600,3’948.80,5.9291%,2’436.00,3.6577%
66’700,3’958.00,5.9340%,2’439.65,3.6577%
66’800,3’967.20,5.9389%,2’448.00,3.6647%
66’900,3’976.40,5.9438%,2’451.65,3.6647%
67’000,3’985.60,5.9487%,2’460.00,3.6716%
67’100,3’994.80,5.9535%,2’463.65,3.6716%
67’200,4’004.00,5.9583%,2’472.00,3.6786%
67’300,4’013.20,5.9632%,2’475.70,3.6786%
67’400,4’022.40,5.9680%,2’484.00,3.6855%
67’500,4’031.60,5.9727%,2’487.70,3.6855%
67’600,4’040.80,5.9775%,2’496.00,3.6923%
67’700,4’050.00,5.9823%,2’499.70,3.6923%
67’800,4’059.20,5.9870%,2’512.00,3.7050%
67’900,4’068.40,5.9918%,2’515.70,3.7050%
68’000,4’077.60,5.9965%,2’528.00,3.7176%
68’100,4’086.80,6.0012%,2’531.70,3.7176%
68’200,4’096.00,6.0059%,2’544.00,3.7302%
68’300,4’105.20,6.0105%,2’547.75,3.7302%
68’400,4’114.40,6.0152%,2’560.00,3.7427%
68’500,4’123.60,6.0199%,2’563.75,3.7427%
68’600,4’132.80,6.0245%,2’576.00,3.7551%
68’700,4’142.00,6.0291%,2’579.75,3.7551%
68’800,4’151.20,6.0337%,2’592.00,3.7674%
68’900,4’160.40,6.0383%,2’595.75,3.7674%
69’000,4’169.60,6.0429%,2’608.00,3.7797%
69’100,4’178.80,6.0475%,2’611.80,3.7797%
69’200,4’188.00,6.0520%,2’624.00,3.7919%
69’300,4’197.20,6.0566%,2’627.80,3.7919%
69’400,4’206.40,6.0611%,2’640.00,3.8040%
69’500,4’215.60,6.0656%,2’643.80,3.8040%
69’600,4’224.80,6.0701%,2’656.00,3.8161%
69’700,4’234.00,6.0746%,2’659.80,3.8161%
69’800,4’243.20,6.0791%,2’672.00,3.8281%
69’900,4’252.40,6.0835%,2’675.85,3.8281%
70’000,4’261.60,6.0880%,2’688.00,3.8400%
70’100,4’270.80,6.0924%,2’691.85,3.8400%
70’200,4’280.00,6.0969%,2’704.00,3.8519%
70’300,4’289.20,6.1013%,2’707.85,3.8519%
70’400,4’298.40,6.1057%,2’720.00,3.8636%
70’500,4’307.60,6.1101%,2’723.85,3.8636%
70’600,4’316.80,6.1144%,2’736.00,3.8754%
70’700,4’326.00,6.1188%,2’739.90,3.8754%
70’800,4’335.20,6.1232%,2’752.00,3.8870%
70’900,4’344.40,6.1275%,2’755.90,3.8870%
71’000,4’353.60,6.1318%,2’768.00,3.8986%
71’100,4’362.80,6.1361%,2’771.90,3.8986%
71’200,4’372.00,6.1404%,2’784.00,3.9101%
71’300,4’381.20,6.1447%,2’787.90,3.9101%
71’400,4’390.40,6.1490%,2’800.00,3.9216%
71’500,4’399.60,6.1533%,2’803.90,3.9216%
71’600,4’408.80,6.1575%,2’816.00,3.9330%
71’700,4’418.00,6.1618%,2’819.95,3.9330%
71’800,4’427.20,6.1660%,2’832.00,3.9443%
71’900,4’436.40,6.1702%,2’835.95,3.9443%
72’000,4’445.60,6.1744%,2’848.00,3.9556%
72’100,4’454.80,6.1786%,2’851.95,3.9556%
72’200,4’464.00,6.1828%,2’864.00,3.9668%
72’300,4’473.20,6.1870%,2’867.95,3.9668%
72’400,4’482.40,6.1912%,2’880.00,3.9779%
72’500,4’491.60,6.1953%,2’884.00,3.9779%
72’600,4’500.80,6.1994%,2’896.00,3.9890%
72’700,4’510.00,6.2036%,2’900.00,3.9890%
72’800,4’519.20,6.2077%,2’912.00,4.0000%
72’900,4’528.40,6.2118%,2’916.00,4.0000%
73’000,4’537.60,6.2159%,2’928.00,4.0110%
73’100,4’546.80,6.2200%,2’932.00,4.0110%
73’200,4’556.00,6.2240%,2’944.00,4.0219%
73’300,4’565.20,6.2281%,2’948.00,4.0219%
73’400,4’574.40,6.2322%,2’960.00,4.0327%
73’500,4’583.60,6.2362%,2’964.05,4.0327%
73’600,4’592.80,6.2402%,2’976.00,4.0435%
73’700,4’602.00,6.2442%,2’980.05,4.0435%
73’800,4’611.20,6.2482%,2’992.00,4.0542%
73’900,4’620.40,6.2522%,2’996.05,4.0542%
74’000,4’629.60,6.2562%,3’008.00,4.0649%
74’100,4’638.80,6.2602%,3’012.05,4.0649%
74’200,4’648.00,6.2642%,3’024.00,4.0755%
74’300,4’657.20,6.2681%,3’028.10,4.0755%
74’400,4’666.40,6.2720%,3’040.00,4.0860%
74’500,4’675.60,6.2760%,3’044.10,4.0860%
74’600,4’684.80,6.2799%,3’056.00,4.0965%
74’700,4’694.00,6.2838%,3’060.10,4.0965%
74’800,4’703.20,6.2877%,3’072.00,4.1070%
74’900,4’712.40,6.2916%,3’076.10,4.1070%
75’000,4’721.60,6.2955%,3’088.00,4.1173%
75’100,4’730.80,6.2993%,3’092.10,4.1173%
75’200,4’740.00,6.3032%,3’104.00,4.1277%
75’300,4’749.20,6.3070%,3’108.15,4.1277%
75’400,4’758.40,6.3109%,3’120.00,4.1379%
75’500,4’767.60,6.3147%,3’124.15,4.1379%
75’600,4’776.80,6.3185%,3’136.00,4.1481%
75’700,4’786.00,6.3223%,3’140.15,4.1481%
75’800,4’795.20,6.3261%,3’152.00,4.1583%
75’900,4’804.40,6.3299%,3’156.15,4.1583%
76’000,4’813.60,6.3337%,3’168.00,4.1684%
76’100,4’822.80,6.3375%,3’172.15,4.1684%
76’200,4’832.00,6.3412%,3’184.00,4.1785%
76’300,4’841.20,6.3450%,3’188.20,4.1785%
76’400,4’850.40,6.3487%,3’200.00,4.1885%
76’500,4’859.60,6.3524%,3’204.20,4.1885%
76’600,4’868.80,6.3561%,3’216.00,4.1984%
76’700,4’878.00,6.3598%,3’220.20,4.1984%
76’800,4’887.20,6.3635%,3’232.00,4.2083%
76’900,4’896.40,6.3672%,3’236.20,4.2083%
77’000,4’905.60,6.3709%,3’248.00,4.2182%
77’100,4’914.80,6.3746%,3’252.20,4.2182%
77’200,4’924.00,6.3782%,3’264.00,4.2280%
77’300,4’933.20,6.3819%,3’268.25,4.2280%
77’400,4’942.40,6.3855%,3’280.00,4.2377%
77’500,4’951.60,6.3892%,3’284.25,4.2377%
77’600,4’960.80,6.3928%,3’296.00,4.2474%
77’700,4’970.00,6.3964%,3’300.25,4.2474%
77’800,4’979.20,6.4000%,3’312.00,4.2571%
77’900,4’988.40,6.4036%,3’316.25,4.2571%
78’000,4’997.60,6.4072%,3’328.00,4.2667%
78’100,5’006.80,6.4108%,3’332.25,4.2667%
78’200,5’016.00,6.4143%,3’344.00,4.2762%
78’300,5’025.20,6.4179%,3’348.30,4.2762%
78’400,5’034.40,6.4214%,3’360.00,4.2857%
78’500,5’043.60,6.4250%,3’364.30,4.2857%
78’600,5’052.80,6.4285%,3’376.00,4.2952%
78’700,5’062.00,6.4320%,3’380.30,4.2952%
78’800,5’071.20,6.4355%,3’392.00,4.3046%
78’900,5’080.40,6.4390%,3’396.30,4.3046%
79’000,5’089.60,6.4425%,3’408.00,4.3139%
79’100,5’098.80,6.4460%,3’412.30,4.3139%
79’200,5’108.00,6.4495%,3’424.00,4.3232%
79’300,5’117.20,6.4530%,3’428.30,4.3232%
79’400,5’126.40,6.4564%,3’440.00,4.3325%
79’500,5’135.60,6.4599%,3’444.35,4.3325%
79’600,5’144.80,6.4633%,3’456.00,4.3417%
79’700,5’154.00,6.4668%,3’460.35,4.3417%
79’800,5’163.20,6.4702%,3’472.00,4.3509%
79’900,5’172.40,6.4736%,3’476.35,4.3509%
80’000,5’181.60,6.4770%,3’488.00,4.3600%
80’100,5’190.80,6.4804%,3’492.35,4.3600%
80’200,5’200.00,6.4838%,3’504.00,4.3691%
80’300,5’209.20,6.4872%,3’508.35,4.3691%
80’400,5’218.40,6.4905%,3’520.00,4.3781%
80’500,5’227.60,6.4939%,3’524.40,4.3781%
80’600,5’236.80,6.4973%,3’536.00,4.3871%
80’700,5’246.00,6.5006%,3’540.40,4.3871%
80’800,5’255.20,6.5040%,3’552.00,4.3960%
80’900,5’264.40,6.5073%,3’556.40,4.3960%
81’000,5’273.60,6.5106%,3’568.00,4.4049%
81’100,5’282.80,6.5139%,3’572.40,4.4049%
81’200,5’292.00,6.5172%,3’584.00,4.4138%
81’300,5’301.20,6.5205%,3’588.40,4.4138%
81’400,5’310.40,6.5238%,3’600.00,4.4226%
81’500,5’319.60,6.5271%,3’604.40,4.4226%
81’600,5’328.80,6.5304%,3’616.00,4.4314%
81’700,5’338.00,6.5337%,3’620.45,4.4314%
81’800,5’347.20,6.5369%,3’632.00,4.4401%
81’900,5’356.40,6.5402%,3’636.45,4.4401%
82’000,5’365.60,6.5434%,3’648.00,4.4488%
82’100,5’374.80,6.5467%,3’652.45,4.4488%
82’200,5’384.00,6.5499%,3’664.00,4.4574%
82’300,5’393.20,6.5531%,3’668.45,4.4574%
82’400,5’402.40,6.5563%,3’680.00,4.4660%
82’500,5’411.60,6.5595%,3’684.45,4.4660%
82’600,5’420.80,6.5627%,3’696.00,4.4746%
82’700,5’430.00,6.5659%,3’700.45,4.4746%
82’800,5’439.20,6.5691%,3’712.00,4.4831%
82’900,5’448.40,6.5723%,3’716.50,4.4831%
83’000,5’457.60,6.5754%,3’728.00,4.4916%
83’100,5’466.80,6.5786%,3’732.50,4.4916%
83’200,5’476.00,6.5817%,3’744.00,4.5000%
83’300,5’485.20,6.5849%,3’748.50,4.5000%
83’400,5’494.40,6.5880%,3’760.00,4.5084%
83’500,5’503.60,6.5911%,3’764.50,4.5084%
83’600,5’512.80,6.5943%,3’776.00,4.5167%
83’700,5’522.00,6.5974%,3’780.50,4.5167%
83’800,5’531.20,6.6005%,3’792.00,4.5251%
83’900,5’540.40,6.6036%,3’796.55,4.5251%
84’000,5’549.60,6.6067%,3’808.00,4.5333%
84’100,5’558.80,6.6098%,3’812.55,4.5333%
84’200,5’568.00,6.6128%,3’824.00,4.5416%
84’300,5’577.20,6.6159%,3’828.55,4.5416%
84’400,5’586.40,6.6190%,3’840.00,4.5498%
84’500,5’595.60,6.6220%,3’844.55,4.5498%
84’600,5’604.80,6.6251%,3’856.00,4.5579%
84’700,5’614.00,6.6281%,3’860.55,4.5579%
84’800,5’623.20,6.6311%,3’872.00,4.5660%
84’900,5’632.40,6.6342%,3’876.55,4.5660%
85’000,5’641.60,6.6372%,3’888.00,4.5741%
85’100,5’650.80,6.6402%,3’892.55,4.5741%
85’200,5’660.00,6.6432%,3’904.00,4.5822%
85’300,5’669.20,6.6462%,3’908.60,4.5822%
85’400,5’678.40,6.6492%,3’920.00,4.5902%
85’500,5’687.60,6.6522%,3’924.60,4.5902%
85’600,5’696.80,6.6551%,3’936.00,4.5981%
85’700,5’706.00,6.6581%,3’940.60,4.5981%
85’800,5’715.20,6.6611%,3’952.00,4.6061%
85’900,5’724.40,6.6640%,3’956.60,4.6061%
86’000,5’733.60,6.6670%,3’968.00,4.6140%
86’100,5’742.80,6.6699%,3’972.60,4.6140%
86’200,5’752.00,6.6729%,3’984.00,4.6218%
86’300,5’761.20,6.6758%,3’988.60,4.6218%
86’400,5’770.40,6.6787%,4’000.00,4.6296%
86’500,5’779.60,6.6816%,4’004.65,4.6296%
86’600,5’788.80,6.6845%,4’016.00,4.6374%
86’700,5’798.00,6.6874%,4’020.65,4.6374%
86’800,5’807.20,6.6903%,4’032.00,4.6452%
86’900,5’816.40,6.6932%,4’036.65,4.6452%
87’000,5’825.60,6.6961%,4’048.00,4.6529%
87’100,5’834.80,6.6990%,4’052.65,4.6529%
87’200,5’844.00,6.7018%,4’064.00,4.6606%
87’300,5’853.20,6.7047%,4’068.65,4.6606%
87’400,5’862.40,6.7076%,4’080.00,4.6682%
87’500,5’871.60,6.7104%,4’084.65,4.6682%
87’600,5’880.80,6.7132%,4’096.00,4.6758%
87’700,5’890.00,6.7161%,4’100.70,4.6758%
87’800,5’899.20,6.7189%,4’112.00,4.6834%
87’900,5’908.40,6.7217%,4’116.70,4.6834%
88’000,5’917.60,6.7245%,4’128.00,4.6909%
88’100,5’926.80,6.7274%,4’132.70,4.6909%
88’200,5’936.00,6.7302%,4’144.00,4.6984%
88’300,5’945.20,6.7330%,4’148.70,4.6984%
88’400,5’954.40,6.7357%,4’160.00,4.7059%
88’500,5’963.60,6.7385%,4’164.70,4.7059%
88’600,5’972.80,6.7413%,4’176.00,4.7133%
88’700,5’982.00,6.7441%,4’180.70,4.7133%
88’800,5’991.20,6.7468%,4’192.00,4.7207%
88’900,6’000.40,6.7496%,4’196.70,4.7207%
89’000,6’009.60,6.7524%,4’208.00,4.7281%
89’100,6’018.80,6.7551%,4’212.75,4.7281%
89’200,6’028.00,6.7578%,4’224.00,4.7354%
89’300,6’037.20,6.7606%,4’228.75,4.7354%
89’400,6’046.40,6.7633%,4’240.00,4.7427%
89’500,6’055.60,6.7660%,4’244.75,4.7427%
89’600,6’064.80,6.7688%,4’256.00,4.7500%
89’700,6’074.00,6.7715%,4’260.75,4.7500%
89’800,6’083.20,6.7742%,4’272.00,4.7572%
89’900,6’092.40,6.7769%,4’276.75,4.7572%
90’000,6’101.60,6.7796%,4’288.00,4.7644%
90’100,6’110.80,6.7822%,4’292.75,4.7644%
90’200,6’120.00,6.7849%,4’304.00,4.7716%
90’300,6’129.20,6.7876%,4’308.75,4.7716%
90’400,6’138.40,6.7903%,4’320.00,4.7788%
90’500,6’147.60,6.7929%,4’324.80,4.7788%
90’600,6’156.80,6.7956%,4’336.00,4.7859%
90’700,6’166.00,6.7982%,4’340.80,4.7859%
90’800,6’175.20,6.8009%,4’352.00,4.7930%
90’900,6’184.40,6.8035%,4’356.80,4.7930%
91’000,6’193.60,6.8062%,4’368.00,4.8000%
91’100,6’202.80,6.8088%,4’372.80,4.8000%
91’200,6’212.00,6.8114%,4’384.00,4.8070%
91’300,6’221.20,6.8140%,4’388.80,4.8070%
91’400,6’230.40,6.8166%,4’400.00,4.8140%
91’500,6’239.60,6.8192%,4’404.80,4.8140%
91’600,6’248.80,6.8218%,4’416.00,4.8210%
91’700,6’258.00,6.8244%,4’420.80,4.8210%
91’800,6’267.20,6.8270%,4’432.00,4.8279%
91’900,6’276.40,6.8296%,4’436.85,4.8279%
92’000,6’285.60,6.8322%,4’448.00,4.8348%
92’100,6’294.80,6.8347%,4’452.85,4.8348%
92’200,6’304.00,6.8373%,4’464.00,4.8416%
92’300,6’313.20,6.8399%,4’468.85,4.8416%
92’400,6’322.40,6.8424%,4’480.00,4.8485%
92’500,6’331.60,6.8450%,4’484.85,4.8485%
92’600,6’340.80,6.8475%,4’496.00,4.8553%
92’700,6’350.00,6.8501%,4’500.85,4.8553%
92’800,6’359.20,6.8526%,4’512.00,4.8621%
92’900,6’368.40,6.8551%,4’516.85,4.8621%
93’000,6’377.60,6.8576%,4’528.00,4.8688%
93’100,6’386.80,6.8602%,4’532.85,4.8688%
93’200,6’396.00,6.8627%,4’544.00,4.8755%
93’300,6’405.20,6.8652%,4’548.90,4.8755%
93’400,6’414.40,6.8677%,4’560.00,4.8822%
93’500,6’423.60,6.8702%,4’564.90,4.8822%
93’600,6’432.80,6.8726%,4’576.00,4.8889%
93’700,6’442.00,6.8751%,4’580.90,4.8889%
93’800,6’451.20,6.8776%,4’592.00,4.8955%
93’900,6’460.40,6.8801%,4’596.90,4.8955%
94’000,6’469.60,6.8826%,4’608.00,4.9021%
94’100,6’478.80,6.8850%,4’612.90,4.9021%
94’200,6’488.00,6.8875%,4’624.00,4.9087%
94’300,6’497.20,6.8899%,4’628.90,4.9087%
94’400,6’506.40,6.8924%,4’640.00,4.9153%
94’500,6’515.60,6.8948%,4’644.90,4.9153%
94’600,6’524.80,6.8973%,4’656.00,4.9218%
94’700,6’534.00,6.8997%,4’660.90,4.9218%
94’800,6’543.20,6.9021%,4’672.00,4.9283%
94’900,6’552.40,6.9045%,4’676.95,4.9283%
95’000,6’561.60,6.9069%,4’688.00,4.9347%
95’100,6’570.80,6.9094%,4’692.95,4.9347%
95’200,6’580.00,6.9118%,4’704.00,4.9412%
95’300,6’589.20,6.9142%,4’708.95,4.9412%
95’400,6’598.40,6.9166%,4’720.00,4.9476%
95’500,6’607.60,6.9190%,4’724.95,4.9476%
95’600,6’616.80,6.9213%,4’736.00,4.9540%
95’700,6’626.00,6.9237%,4’740.95,4.9540%
95’800,6’635.20,6.9261%,4’752.00,4.9603%
95’900,6’644.40,6.9285%,4’756.95,4.9603%
96’000,6’653.60,6.9308%,4’768.00,4.9667%
96’100,6’662.80,6.9332%,4’772.95,4.9667%
96’200,6’672.00,6.9356%,4’784.00,4.9730%
96’300,6’681.20,6.9379%,4’788.95,4.9730%
96’400,6’690.40,6.9402%,4’800.00,4.9793%
96’500,6’699.60,6.9426%,4’805.00,4.9793%
96’600,6’708.80,6.9449%,4’816.00,4.9855%
96’700,6’718.00,6.9473%,4’821.00,4.9855%
96’800,6’727.20,6.9496%,4’832.00,4.9917%
96’900,6’736.40,6.9519%,4’837.00,4.9917%
97’000,6’745.60,6.9542%,4’848.00,4.9979%
97’100,6’754.80,6.9565%,4’853.00,4.9979%
97’200,6’764.00,6.9588%,4’864.00,5.0041%
97’300,6’773.20,6.9612%,4’869.00,5.0041%
97’400,6’782.40,6.9634%,4’880.00,5.0103%
97’500,6’791.60,6.9657%,4’885.00,5.0103%
97’600,6’800.80,6.9680%,4’896.00,5.0164%
97’700,6’810.00,6.9703%,4’901.00,5.0164%
97’800,6’819.20,6.9726%,4’912.00,5.0225%
97’900,6’828.40,6.9749%,4’917.00,5.0225%
98’000,6’837.60,6.9771%,4’928.00,5.0286%
98’100,6’846.80,6.9794%,4’933.05,5.0286%
98’200,6’856.00,6.9817%,4’944.00,5.0346%
98’300,6’865.20,6.9839%,4’949.05,5.0346%
98’400,6’874.60,6.9864%,4’960.00,5.0407%
98’500,6’884.00,6.9888%,4’965.05,5.0407%
98’600,6’893.40,6.9913%,4’976.00,5.0467%
98’700,6’902.80,6.9937%,4’981.05,5.0467%
98’800,6’912.20,6.9962%,4’992.00,5.0526%
98’900,6’921.60,6.9986%,4’997.05,5.0526%
99’000,6’931.00,7.0010%,5’008.00,5.0586%
99’100,6’940.40,7.0034%,5’013.05,5.0586%
99’200,6’949.80,7.0058%,5’024.00,5.0645%
99’300,6’959.20,7.0083%,5’029.05,5.0645%
99’400,6’968.60,7.0107%,5’040.00,5.0704%
99’500,6’978.00,7.0131%,5’045.05,5.0704%
99’600,6’987.40,7.0155%,5’056.00,5.0763%
99’700,6’996.80,7.0179%,5’061.10,5.0763%
99’800,7’006.20,7.0202%,5’072.00,5.0822%
99’900,7’015.60,7.0226%,5’077.10,5.0822%
100’000,7’025.00,7.0250%,5’088.00,5.0880%
100’100,7’034.40,7.0274%,5’093.10,5.0880%
100’200,7’043.80,7.0297%,5’104.00,5.0938%
100’300,7’053.20,7.0321%,5’109.10,5.0938%
100’400,7’062.60,7.0345%,5’120.00,5.0996%
100’500,7’072.00,7.0368%,5’125.10,5.0996%
100’600,7’081.40,7.0392%,5’136.00,5.1054%
100’700,7’090.80,7.0415%,5’141.10,5.1054%
100’800,7’100.20,7.0438%,5’152.00,5.1111%
100’900,7’109.60,7.0462%,5’157.10,5.1111%
101’000,7’119.00,7.0485%,5’168.00,5.1168%
101’100,7’128.40,7.0508%,5’173.10,5.1168%
101’200,7’137.80,7.0532%,5’184.00,5.1225%
101’300,7’147.20,7.0555%,5’189.10,5.1225%
101’400,7’156.60,7.0578%,5’200.00,5.1282%
101’500,7’166.00,7.0601%,5’205.15,5.1282%
101’600,7’175.40,7.0624%,5’216.00,5.1339%
101’700,7’184.80,7.0647%,5’221.15,5.1339%
101’800,7’194.20,7.0670%,5’232.00,5.1395%
101’900,7’203.60,7.0693%,5’237.15,5.1395%
102’000,7’213.00,7.0716%,5’248.00,5.1451%
102’100,7’222.40,7.0738%,5’253.15,5.1451%
102’200,7’231.80,7.0761%,5’264.00,5.1507%
102’300,7’241.20,7.0784%,5’269.15,5.1507%
102’400,7’250.60,7.0807%,5’280.00,5.1563%
102’500,7’260.00,7.0829%,5’285.15,5.1563%
102’600,7’269.40,7.0852%,5’296.00,5.1618%
102’700,7’278.80,7.0874%,5’301.15,5.1618%
102’800,7’288.20,7.0897%,5’312.00,5.1673%
102’900,7’297.60,7.0919%,5’317.15,5.1673%
103’000,7’307.00,7.0942%,5’328.00,5.1728%
103’100,7’316.40,7.0964%,5’333.15,5.1728%
103’200,7’325.80,7.0986%,5’344.00,5.1783%
103’300,7’335.20,7.1009%,5’349.20,5.1783%
103’400,7’344.60,7.1031%,5’360.00,5.1838%
103’500,7’354.00,7.1053%,5’365.20,5.1838%
103’600,7’363.40,7.1075%,5’376.00,5.1892%
103’700,7’372.80,7.1097%,5’381.20,5.1892%
103’800,7’382.20,7.1119%,5’392.00,5.1946%
103’900,7’391.60,7.1141%,5’397.20,5.1946%
104’000,7’401.00,7.1163%,5’408.00,5.2000%
104’100,7’410.40,7.1185%,5’413.20,5.2000%
104’200,7’419.80,7.1207%,5’424.00,5.2054%
104’300,7’429.20,7.1229%,5’429.20,5.2054%
104’400,7’438.60,7.1251%,5’440.00,5.2107%
104’500,7’448.00,7.1273%,5’445.20,5.2107%
104’600,7’457.40,7.1294%,5’456.00,5.2161%
104’700,7’466.80,7.1316%,5’461.20,5.2161%
104’800,7’476.20,7.1338%,5’472.00,5.2214%
104’900,7’485.60,7.1359%,5’477.20,5.2214%
105’000,7’495.00,7.1381%,5’488.00,5.2267%
105’100,7’504.40,7.1402%,5’493.25,5.2267%
105’200,7’513.80,7.1424%,5’504.00,5.2319%
105’300,7’523.20,7.1445%,5’509.25,5.2319%
105’400,7’532.60,7.1467%,5’520.00,5.2372%
105’500,7’542.00,7.1488%,5’525.25,5.2372%
105’600,7’551.40,7.1509%,5’536.00,5.2424%
105’700,7’560.80,7.1531%,5’541.25,5.2424%
105’800,7’570.20,7.1552%,5’552.00,5.2476%
105’900,7’579.60,7.1573%,5’557.25,5.2476%
106’000,7’589.00,7.1594%,5’568.00,5.2528%
106’100,7’598.40,7.1615%,5’573.25,5.2528%
106’200,7’607.80,7.1637%,5’584.00,5.2580%
106’300,7’617.20,7.1658%,5’589.25,5.2580%
106’400,7’626.60,7.1679%,5’600.00,5.2632%
106’500,7’636.00,7.1700%,5’605.25,5.2632%
106’600,7’645.40,7.1720%,5’616.00,5.2683%
106’700,7’654.80,7.1741%,5’621.25,5.2683%
106’800,7’664.20,7.1762%,5’632.00,5.2734%
106’900,7’673.60,7.1783%,5’637.25,5.2734%
107’000,7’683.00,7.1804%,5’648.00,5.2785%
107’100,7’692.40,7.1824%,5’653.30,5.2785%
107’200,7’701.80,7.1845%,5’664.00,5.2836%
107’300,7’711.20,7.1866%,5’669.30,5.2836%
107’400,7’720.60,7.1886%,5’680.00,5.2886%
107’500,7’730.00,7.1907%,5’685.30,5.2886%
107’600,7’739.40,7.1928%,5’696.00,5.2937%
107’700,7’748.80,7.1948%,5’701.30,5.2937%
107’800,7’758.20,7.1968%,5’712.00,5.2987%
107’900,7’767.60,7.1989%,5’717.30,5.2987%
108’000,7’777.00,7.2009%,5’728.00,5.3037%
108’100,7’786.40,7.2030%,5’733.30,5.3037%
108’200,7’795.80,7.2050%,5’744.00,5.3087%
108’300,7’805.20,7.2070%,5’749.30,5.3087%
108’400,7’814.60,7.2090%,5’760.00,5.3137%
108’500,7’824.00,7.2111%,5’765.30,5.3137%
108’600,7’833.40,7.2131%,5’776.00,5.3186%
108’700,7’842.80,7.2151%,5’781.30,5.3186%
108’800,7’852.20,7.2171%,5’792.00,5.3235%
108’900,7’861.60,7.2191%,5’797.30,5.3235%
109’000,7’871.00,7.2211%,5’808.00,5.3284%
109’100,7’880.40,7.2231%,5’813.35,5.3284%
109’200,7’889.80,7.2251%,5’824.00,5.3333%
109’300,7’899.20,7.2271%,5’829.35,5.3333%
109’400,7’908.60,7.2291%,5’840.00,5.3382%
109’500,7’918.00,7.2311%,5’845.35,5.3382%
109’600,7’927.40,7.2330%,5’856.00,5.3431%
109’700,7’936.80,7.2350%,5’861.35,5.3431%
109’800,7’946.20,7.2370%,5’872.00,5.3479%
109’900,7’955.60,7.2389%,5’877.35,5.3479%
110’000,7’965.00,7.2409%,5’888.00,5.3527%
110’100,7’974.40,7.2429%,5’893.35,5.3527%
110’200,7’983.80,7.2448%,5’904.00,5.3575%
110’300,7’993.20,7.2468%,5’909.35,5.3575%
110’400,8’002.60,7.2487%,5’920.00,5.3623%
110’500,8’012.00,7.2507%,5’925.35,5.3623%
